WBGene_ID,Gene_name,Cholinergic_(29),Cholinergic_(35),Cholinergic_(36),GABAergic,Dopaminergic,flp-1(+),BAG,URX/AQR/PQR,Touch_receptor,PVC/PVD,SDQ/ALN/PLN,CAN,RIA,RIC,DVA,Cluster_5,Cluster_10,Cluster_13,Cluster_16,Cluster_17,Cluster_21,Cluster_25,Cluster_27,Cluster_40,Pharyngeal_(33),Pharyngeal_(37)
WBGene00012386,agef-1,263.22,74.32,506.65,179.32,193.96,235.63,125.84,78.65,285.09,375.19,410.84,554.89,180.28,351.26,174.79,459.92,632.29,0,128.48,114.28,305.79,382.54,56.9,606.06,315.47,215.74
WBGene00020437,stt-3,76.62,109.82,100.94,53.46,147.83,77.49,0,40.96,79.33,105.06,34.3,312.81,173.5,62.68,151.26,127.39,74.89,16.03,48.86,0,145.35,112.94,115.85,280.7,163.23,42.81
WBGene00012326,W07E11.1,437.89,181.77,426.16,2158.2,298.17,198.57,54.13,725.53,266.04,251.37,217.46,17.65,562.38,649.24,366.23,373.99,306.79,583.87,352.1,885.22,119.24,156.24,132.06,3616.79,748.33,509.4
WBGene00001262,emb-8,14.57,0,0,11.2,141.08,0,0,0,0,3.96,220.59,290.93,0,0,0,0,0,0,198.28,0,983.99,0,0,0,0,0
WBGene00011102,R07E3.1,0,0,0,0,81.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004419,rpl-7A,771.57,1219.59,1123.79,964.54,321.34,1207.52,945.01,454.92,775.87,507.23,499.71,1784.93,452.08,1004.67,1395.2,512.9,1292.8,416,922.61,1003.18,888.87,1404.14,887.35,0,1383.92,1354.69
WBGene00006920,vha-11,424.88,156.03,189.28,647.3,250.42,236.11,0,91.35,111.64,175.29,480.83,183.74,301.59,310.43,125.15,262.51,84.69,373.33,27.7,43.64,173.43,180.51,134.01,658.49,524.72,430.09
WBGene00007505,pezo-1,18.02,81.71,0,43.14,471.57,108.39,188.71,0,123.6,837.75,213.19,1461.88,0,711.23,0,129.31,0,0,136.97,0,343.49,400.48,26.31,0,44.64,39.78
WBGene00001488,frm-1,1028.26,2079.74,1372.6,3532.01,3182.11,1137.18,604.37,958.2,1994.93,1573.03,2067.91,2791.6,1847.98,713.01,1939.28,1207.36,1681.52,759.97,1081.45,1045.18,687.54,1418.99,1132.95,892.96,1994.55,1174.26
WBGene00014215,obr-3,348.83,0,84.35,213.56,168.18,116.51,0,70.83,56.14,270.14,304.42,78.36,416.54,103.59,1088.99,34.1,404.69,0,297.4,220.24,561.7,334.13,0,0,445.04,144.88
WBGene00000218,asp-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006803,unc-70,1567.1,1314.17,2045.81,3145.59,1733.71,1664.35,560.57,1427.83,1947.01,2384.46,3168.18,1298.89,1705.36,1016.75,2487.32,1531.18,1026.92,1387.54,963.83,670,333.76,2250.77,2984.92,1113.19,1426.09,2547.63
WBGene00013340,tcc-1,477.47,102.77,182.7,226.06,402.4,600.11,1297.47,228.22,211.45,520.61,374.07,699.73,364.1,248.32,1505.79,809.46,807.58,847.15,172.34,237.77,311.2,442.68,399.54,110.8,790.12,241.26
WBGene00016611,bicd-1,151.86,0,0,73.16,450.03,0,0,111.51,0,1271.47,70.29,511.09,0,0,0,468.96,0,0,0,0,136.15,52.99,0,0,164.74,238.97
WBGene00018522,F46H5.7,0,0,0,0,0,0,0,0,0,51.38,0,0,0,52.87,30.1,0,0,0,0,0,0,21.87,0,0,0,33.32
WBGene00011182,R09H10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010605,K06G5.1,0,0,0,0,0,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000149,apl-1,2407.72,2016.26,1184.4,1717.12,2972.73,1857.78,7569.6,2523.45,1761.86,2829.69,911.18,519.82,2968.13,2991.34,1181.26,1530.36,2136.28,3791.57,3423.06,1647.39,2987.96,1552.08,1020.28,4044.89,1086.01,1498.74
WBGene00021852,Y54F10AM.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006351,sur-5,18.85,0,0,3.02,88.58,0,0,0,45.19,51.18,58.41,77.04,0,0,0,47.72,0,0,0,0,35.08,18.49,0,0,0,0
WBGene00003559,ncl-1,859.43,390.32,1015.18,605.58,544.66,389.76,711.83,321.78,954.78,213.3,341.26,340.26,878.66,795.46,575.73,981.49,306.25,316.18,251.56,680.18,89.9,540.22,124.47,1034.1,91.22,423.72
WBGene00013284,daf-22,0,0,0,5.65,35.94,0,0,0,24.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004336,ret-1,1725.57,411.29,702.29,703.13,647.17,854.88,537.03,748.64,813.4,1022.7,1824.05,559.82,1733.5,301.83,1015.53,1453.76,246.86,125.55,369.45,860.3,466.8,2201.66,1989.4,0,1099.56,882.82
WBGene00001629,gly-4,183.33,31.46,50.65,81.75,10.41,56,0,23.57,100.83,35.6,24.04,485.48,171.89,973.32,944.46,300.92,282.73,0,0,32.16,0,114.69,885.22,0,210.56,162.35
WBGene00015767,hex-2,0,0,0,53.42,67.99,0,0,108.18,0,0,0,0,0,0,0,0,0,0,185.85,0,62.39,0,0,0,0,0
WBGene00021020,W04B5.3,0,0,0,0,0,27.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001209,egl-45,283.2,0,77.49,96.93,300.07,255.04,0,133.65,139.46,57.31,151.05,370.57,204.19,0,421.46,360.44,290.3,0,81.53,74.45,199.63,227.7,0,0,264.22,272.9
WBGene00012907,cpt-1,271.96,57.87,365.25,41.66,580.94,20.32,186.89,0,157.34,201.34,40.48,198.95,73.14,0,124.98,0,0,0,148.37,0,188.45,73.56,124.88,143.37,25.88,88.81
WBGene00000550,clu-1,170.69,0,114.21,126.75,220.16,59.46,0,124.22,116.34,53.76,100.26,297.7,365.56,0,117.1,0,71.41,140.06,108.65,0,35.63,73.21,158.67,0,176.91,210.22
WBGene00004425,rpl-13,970.89,415.78,902.01,755.96,800.15,1868.18,1118.59,1498.81,831.82,810.46,838.95,2764.5,853.02,1175.06,1149.17,1182.9,2772.72,1028.33,1755.14,900.53,1372.21,1471.96,1687.06,631.03,776.06,1152.06
WBGene00020347,ech-1.2,143.44,0,61.04,80.49,40.58,17.17,30.58,0,44.58,34.13,0,156.88,330.69,0,15.05,61.64,0,0,29.64,68.49,99.42,29.44,0,0,167.82,150.97
WBGene00020781,T24H7.2,76.69,90.27,72.54,122.68,98.61,34.52,0,252.35,74.74,304.55,123.16,360.35,15.61,128.35,90.22,129.71,0,0,164.56,51.89,69.26,52.58,0,0,100.98,131.84
WBGene00001630,gly-5,30.08,0,0,148.11,719.16,267.44,134.3,115.5,106.2,46.18,58.8,71.9,0,469.34,0,142.75,145.69,0,219.93,0,476.37,14.65,0,0,14.8,58.5
WBGene00001038,dnj-20,119.67,248.08,61.52,66.32,63.21,74.32,15.86,22.45,14.61,131.93,30.94,88.72,21.14,0,54.07,26.06,277.89,43.4,268.89,53.1,34.74,124.88,0,0,113.83,216.2
WBGene00004430,rpl-18,1627.23,1473.39,2362.57,1199.92,1693.72,2288.4,860.16,2886.68,1902.19,1325.55,1076.22,3391.35,1879.11,3100.33,2503.77,1219.4,3235.22,2338.88,3113.72,1272.49,2524.01,2103.01,2946.59,1832.95,2448.12,1538.69
WBGene00010260,ddx-17,461.17,410.79,756.93,387.85,1125.63,867.66,668.79,732.56,894.51,266.36,682.99,553.67,542.04,1153.98,357.43,217.98,1050.7,1233.18,216.62,631.04,428.07,1069.13,1011.45,0,495.05,695.69
WBGene00017322,clec-160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015752,C14B9.2,0,0,0,14.72,0,69.77,0,0,2.71,11.39,0,3.22,0,0,0,0,0,0,0,106.19,75.5,22.04,0,0,0,33.12
WBGene00000567,cnx-1,528.68,234.97,97.85,619.14,813.36,201.15,119.39,298.11,404.5,552.16,357.23,1243.01,309.04,561.61,613.87,145.32,210.98,119.4,171.43,692.6,834.71,586.54,137.33,231.88,452.39,231.88
WBGene00022645,ZK6.11,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012929,rsks-1,111.91,0,0,64.92,12.05,3.16,0,83.25,96.07,40.78,45.62,57.03,21.89,0,0,0,68.76,215.75,0,97,188.81,31.22,191.5,201.01,0,12.21
WBGene00020481,T13C2.6,121.83,42.05,0,30.21,157.3,71.79,180.07,208.01,15.61,91.62,101.02,99.35,22.18,91.93,0,0,0,164.74,130.1,18.64,83.65,140.47,0,298.51,121.9,207.57
WBGene00000421,ced-7,266.81,369.23,47.35,130.92,118.07,155.44,0,643.28,346.98,275.98,1437.72,376.28,187.22,0,274.98,363.54,291.5,1324.18,470.27,44.19,394.01,319.96,341.12,0,348.15,79.99
WBGene00013901,ugt-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008920,eef-1G,518.35,236.52,1091.61,417.42,835.89,577.23,664.64,759.96,459.91,406.19,402.6,1434.18,533.3,794.33,1087.71,721.22,1427.79,471.46,885.43,252.57,1076.23,836.03,1061.33,777.53,656.92,826.32
WBGene00004208,ptc-1,717.67,1730.91,1386.88,628.07,619.08,505.84,356.37,548.67,642.43,927.77,633.21,527.71,331.15,99.55,344.54,614.48,687.7,513.91,1490.51,121.57,2105.98,1099.2,236.77,1397.09,368.98,663.76
WBGene00007330,C05C10.3,0,0,0,33.42,122.1,54.59,0,0,36.88,4.74,0,12.89,0,0,0,0,52.41,54.8,274.88,0,16.81,0,0,0,0,0
WBGene00011803,T16G12.1,0,0,0,0,0,0,0,0,0,0,42.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019747,ipla-1,35.89,0,10.24,162.01,0,19.29,0,0,167.05,91.76,29.11,127.92,26.61,161.23,104.56,44.06,62.28,182.57,76.31,153.54,30.88,14.77,0,0,68.35,58.58
WBGene00004454,rpl-36.A,340.48,481.38,1095.62,376.75,1041.85,1030.36,598.62,1103.97,925.81,337.06,369.22,1355.47,858.54,1099.71,908.63,434.34,1862.08,578.72,979.09,621.42,774.6,980.3,946.48,806.73,1481.62,728.26
WBGene00018152,acs-4,377.02,199.38,308.98,117.37,280.88,350.61,207.29,311.07,252.05,336.91,355.26,235.19,443.29,65.83,468.89,269.02,245.42,185.43,245.8,117.08,128.1,244.21,142.91,135.59,199.81,204.3
WBGene00019351,lron-7,107.13,0,0,4.46,0,0,27.09,0,5.8,3.06,0,29.48,0,179.02,0,21.92,0,0,0,349.57,0,0,0,0,0,13.92
WBGene00022178,Y71H2AM.13,0,0,19.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003777,nmy-2,346.41,59.05,115.41,443.19,57.81,180.45,369.89,78.17,345.54,83.26,85.6,360.73,324.89,0,102.6,193.75,249.13,67.14,298.28,180.41,226.31,376.05,136.87,143.37,220.22,136.8
WBGene00001330,eps-8,174.89,0,0,0,46.58,26.31,0,0,0,0,0,54.71,12.99,0,0,0,44.95,0,0,0,0,0,0,0,0,39.64
WBGene00016415,ampd-1,117.93,0,0,111.5,173.52,54.55,596.9,1768.69,61.51,64.06,9.38,0,39.92,94.15,98.7,39.27,489.81,14.47,93.67,74.05,122.79,166.69,115.21,0,78.25,148.13
WBGene00004258,pyc-1,14.16,0,0,71.85,0,4.43,0,0,17,0,0,19.11,0,0,0,53.87,0,0,43.88,0,0,5.69,0,140.35,0,0
WBGene00000216,asp-3,12.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020297,nog-1,143.14,19.59,41.56,179.85,229.45,156.49,277.41,159.2,130.39,195.22,294.93,487,359.56,28.03,60.02,330.1,137.1,0,69.48,0,130.51,181.04,352.57,308.82,56.69,259.52
WBGene00013575,acs-5,0,0,0,0,0,0,0,0,0,11.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020022,gldc-1,0,0,0,0,0,0,0,0,0,0,0,17.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003877,pept-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013034,tat-1,333.24,94.39,165.58,284.49,130.75,28.99,14.76,228.32,80.13,300.66,271.63,294.02,196.68,99.07,96.12,130.82,0,87.73,9.16,0,451.61,74.29,33.1,290.09,238.5,110.22
WBGene00008499,cyp-37A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004472,rps-3,911.42,662.05,1642.06,760.91,1053.94,1995.92,674.68,1113.51,1146.1,802.13,598.53,2713.48,1148.61,1184.8,2025.95,1953.6,2579.17,1327.46,1664.13,1258.02,2021.91,1452.06,1011.41,859.67,1107.76,1315.14
WBGene00004420,rpl-9,1546.1,1196.75,1802.82,915.37,1608.31,1992.75,1031.33,1803.61,1659.79,604.57,1358.9,2731.37,990.77,1387.96,1440.96,1680.6,2258.51,1857.64,1580.41,1184.36,1782.99,1832.68,1857.07,2409.14,1287.53,1271.88
WBGene00016020,sptl-1,22.87,0,0,0,0,0,0,0,20.37,35.57,82.42,61.28,0,0,0,0,0,0,61.05,0,20.72,13.2,0,0,25.88,49.36
WBGene00012144,T28H10.3,0,0,0,0,0,0,0,116.55,0,0,0,0,0,0,0,0,246.24,0,0,0,0,0,0,0,0,25.61
WBGene00019273,H43E16.1,0,0,0,0,0,0,0,0,4.36,0,0,0,0,137.89,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021952,vha-19,394.83,293.7,142.03,608.57,415.63,431.8,217.41,128.49,244.22,253.51,474.17,137.14,252.59,198.14,423.15,386.9,159.77,626.25,184.82,493,129.38,281.18,271.21,0,200.76,465.62
WBGene00006626,tsn-1,45.11,0,0,18.8,62.27,88.63,35.71,0,81.01,85.33,0,53.75,164.31,52.87,117.5,26.06,30.13,0,40.06,0,68.2,83.39,157.64,0,38.71,0
WBGene00004470,rps-1,1530.2,1045.79,1837.77,1253.25,1500.56,2539.09,1328.52,2864.77,1549.18,1042.24,940.92,3291.01,1541.54,2501.37,2164.28,1361.3,2473.91,1977.63,2626.09,2394.99,2728.47,2255.61,2785.72,1059,2351.28,1890.53
WBGene00011867,chc-1,255.29,708.34,281.23,322.03,198.4,445.75,261.58,42.52,328.88,325.59,324.57,297.9,279.91,143.6,219.02,308.45,318.15,191.14,262.94,95.55,433.75,344.44,0,344.83,309.53,357.99
WBGene00019779,endu-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009394,clec-63,9.38,0,0,0,0,0,0,84.9,0,0,9.89,0,0,0,0,0,0,0,0,0,0,10.72,0,0,0,0
WBGene00006779,unc-43,2221.46,1809.47,831.06,1631.53,1776.29,1026.35,1629.83,706.65,1876.56,2410.95,931.25,480.88,1906.09,1567.26,583.62,1521.26,611.05,802.56,2066.85,916.36,3402.19,2742.34,1035.96,1867.14,504.37,1189.09
WBGene00004033,pkc-2,125.45,170.62,357.95,491.77,28.3,250.19,81.36,414.42,366.07,838.4,833.23,25.99,0,461.78,734.03,126.33,290.83,0,593.79,356.42,339.21,206.84,438.68,478.96,90.35,773.04
WBGene00004378,rme-8,146.1,326.22,101.09,131.59,128,17.64,0,132.91,123.73,150.49,95.66,394.5,126.08,72.89,202.42,23.4,127.56,211.23,259.68,16.27,177.98,130.86,140.88,0,99.47,286.47
WBGene00000898,daf-2,266.26,1231.77,388.61,498.16,347.52,448.81,2111.48,1118.72,242.72,410.26,386.4,577.51,105.9,1673.12,601.74,1277.51,770.69,246.27,963.29,2525.54,879.32,387.72,649.16,960.86,224.13,848.02
WBGene00012253,clec-50,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,69.3,0,0,0,0,0,0,0,0,0,0
WBGene00021534,mvk-1,1090.36,459.15,605.79,1226.13,1012.77,1253.07,407.99,354.65,885.51,557.92,283.56,833.4,1467.34,987.33,797.85,661.22,329.54,1258.86,309.26,587.38,182.66,726.17,195.97,549.6,341.03,485.14
WBGene00006780,unc-44,9595.61,6631.62,10562.88,8775.32,6777.26,5743.33,4703.92,4817.9,10387.4,13179.97,13142.67,2808.65,6472.88,10741.17,7981.91,6041.58,4955.78,6412.02,4323.7,4472.67,2760.43,8650.53,10916.11,8013,11271.8,7755.51
WBGene00004000,pgp-6,0,0,25.45,0,0,0,0,193.33,0,0,54.35,0,21.48,0,0,0,0,0,0,0,0,0,0,0,61.31,11.78
WBGene00008800,F14E5.2,230.27,394.34,329.43,254.91,168.7,392.01,82.92,234.09,779.02,802.74,214.28,270.46,148.22,380.71,143.53,605.11,464.38,799.99,265.66,312.78,340.66,499.36,1308.33,428.38,156.15,185.29
WBGene00022119,copa-1,48.12,124.04,67.72,242.37,82.85,154.51,13.82,61.34,221.28,82.81,265.59,185.62,496.75,752.95,110.02,96.95,164.52,138.1,139.33,188.41,99.39,171.8,154.46,0,121.98,362.58
WBGene00000788,cpz-1,0,0,124.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001814,haf-4,0,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,69.3,0,0,0,0,0,0,0,0,0,0
WBGene00002000,hrp-2,536.67,700.89,696.78,627.06,668.79,411.82,797.75,336.35,360.59,667.11,408.04,256.5,492.95,536.48,268.7,512.36,139.59,917.34,659.85,701.38,531.22,445.99,510.99,315.77,803.81,435.7
WBGene00003914,pam-1,216.49,44.32,64.97,134.43,88.17,88.76,0,55.74,82.06,87.51,65.14,344.94,206.1,295.77,138.89,251.08,78.86,95.13,167.41,257.16,259.83,225.79,542.42,198.02,14.43,200.02
WBGene00004436,rpl-24.1,989.52,1295.23,1723.06,838.62,620.57,1648.88,980.63,1159.95,1445.96,488.77,1006.56,2608.8,748.69,1596.78,2022.26,1071.54,1310.1,1431.72,1919.34,1948.93,1789.91,1599.55,1394.54,0,1447.7,1418.37
WBGene00001581,gfi-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008654,pfas-1,0,0,45.69,0,0,15.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.95,0,0,0,0
WBGene00004417,rpl-6,785,1164.15,1334.02,569.86,1228.39,1568.47,964.04,1011.98,802.69,619.77,533.22,2526.6,1213.94,867.85,1673.52,1028.27,2060.62,925.16,1501.55,1450.41,1529.3,1149.12,1532.06,578.38,1421.99,1108.64
WBGene00004488,rps-19,819.38,484.18,1066.39,631.89,894.32,931.76,540.07,968.77,917.22,339.62,844.74,2268.2,901.79,1242.17,1174.49,1128.56,2556.45,625.05,1961.07,583.29,1980.58,1135.74,1279.69,233.46,1744.11,1002.96
WBGene00011240,mask-1,215.29,106.51,88.7,340.88,128.94,221.01,0,286.55,282.6,282.47,309.26,418.16,335.55,91.93,102.85,172.35,60.13,120.12,393.61,125.6,1594.59,285.5,134.64,169.49,271.66,187.19
WBGene00019209,emc-1,227.81,493.42,171.66,138.79,90.48,103.83,84.32,79.57,85.99,215.67,156.93,208.99,75.37,71.61,0,519.96,264,97.25,49.12,54.36,76.06,152.06,116.75,0,78.16,129.77
WBGene00000834,cua-1,369.53,0,6402.45,440.06,0,4816.15,350.88,720.03,264.67,126.8,341.23,243.09,288.78,1105.8,2103.6,2988.07,0,455.11,210.46,451.41,66.88,1091.15,1174.29,389.61,686.16,279.51
WBGene00018138,folt-2,0,0,0,0,0,0,0,0,0,0,0,0,63.42,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016631,C44B7.11,0,0,0,0,0,0,0,0,29.94,0,0,3.57,0,0,0,0,0,0,0,0,46.04,6.74,0,0,0,87.67
WBGene00004480,rps-11,641.44,594.74,1431.23,698.51,868.36,1278.37,538.72,889.24,642.24,561.25,788.17,2044.46,1328.19,998.16,1134.96,804.68,1658.26,419.03,2013.97,1126.17,1739.01,1019.32,2208.42,905.11,1215.79,1338.46
WBGene00004003,pgp-9,39.66,0,0,0,0,0,0,244.17,0,0,0,0,0,0,0,0,0,0,0,0,0,10.93,0,0,0,0
WBGene00001394,fat-2,0,0,0,18.02,0,31.05,0,133.7,47.5,87.09,0,27.85,55.78,0,0,0,94.48,37.21,0,200.05,173.19,9.4,0,0,0,22.03
WBGene00001980,hmr-1,171.28,2877.66,6885.98,4789.11,1191.32,1346.64,748.95,4673.91,533.18,626.48,320.26,336.25,577.37,237.47,56.34,2939.73,3223.63,1397.49,684.08,1053.22,351.72,6159.35,2230.89,200,1230.82,660.28
WBGene00010904,ugt-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016769,C49C8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019465,acl-14,69.85,0,0,69.51,0,182.76,0,197.64,0,18.04,210.33,24.17,61.32,0,101.36,278.65,83.22,81.4,0,0,81.53,314.06,0,270.27,61.31,6.67
WBGene00019713,pqn-52,0,0,0,46.61,13.02,0,0,0,60.54,0,0,7526.17,0,0,0,0,0,0,152.03,0,0,6.05,0,0,0,241.92
WBGene00004482,rps-13,995.15,362.26,812.81,1152.55,763.33,1528.26,1304.56,1231.62,837.74,614.65,862.55,2067.47,1199.35,1560.63,905.95,696.62,1113.47,1103.24,1205.53,1109.32,1271.49,1872.25,1026.65,239.29,726.77,908.13
WBGene00003905,pad-1,203.59,118.08,92.78,161.33,62.97,185.22,34.23,218.35,136.89,254.01,384.76,491.62,246.71,83.13,60.89,115.91,51.05,104.45,124.11,319.72,379.4,409.86,185.17,581.32,208.48,283.84
WBGene00002244,laf-1,368.95,242.84,126.33,187.29,360.72,193.1,91.01,161.82,359.15,142.08,86.23,278.33,569.55,263.22,377.11,407.75,99.44,174.81,209.03,86.47,198.63,369.83,604.78,0,222.59,534.82
WBGene00004492,rps-23,1167.06,480.01,1224.1,887.63,703.81,1484.6,310.69,600.06,1309.3,253.53,545.16,2666.65,664.23,1734.79,1820.54,1306.03,1486.27,867.37,2377.44,1063.7,1820.28,1461.04,1704.6,573.48,924.56,905.93
WBGene00004478,rps-9,1400.97,866.4,3112.62,1336.44,1990.33,1970.98,1540.88,2521.09,2387.17,1558.62,1204.82,4177.56,1684.83,2597.11,2628.49,1123.31,4858.56,1125.11,2199.15,2089.97,1952.42,2565.32,2999.04,1830.25,2127.75,2196.22
WBGene00020683,ribo-1,89.16,0,42.23,54.13,92.63,68.2,176.81,47.22,166.36,106.24,133.63,244.95,169.03,446.94,103.1,16.67,34.17,243.89,250.56,18.64,285.93,125.32,85.85,0,480.34,175.95
WBGene00007000,tufm-1,7.47,0,25.65,131.52,18.55,66.02,593.81,0,83.15,8.93,62.57,78.42,0,0,0,0,57.93,248.31,0,136.99,25.4,45.4,0,286.74,39.42,126.31
WBGene00016943,acdh-1,0,0,0,0,0,0,0,0,3.09,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004408,rla-0,8296.37,3519.76,7138.52,2834.1,4692.66,5652.57,3196.89,3248.59,4457.6,2453.85,2998.12,7989.78,6705.18,3996.1,5285.14,2215.96,4751.16,3883.72,4943.95,3347.78,1340,6490.29,6049.07,2665.41,4692.31,6409.34
WBGene00004405,rop-1,41.24,0,0,102.72,100.29,0,0,781.93,0,65.24,135.83,89.32,0,0,0,0,0,0,167.56,0,84.4,9.68,0,0,0,104.6
WBGene00021857,iffb-1,69.55,0,83.75,150.82,159.51,168.84,0,287.21,129.21,141.92,258.74,243.46,157.21,99.55,228.57,0,218.29,62.4,96.87,0,50.35,100.33,77.23,140.35,87.6,133.16
WBGene00007153,clec-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004446,rpl-32,894.39,753.78,2020.28,621.15,920.88,1521.45,731.65,576.62,961.82,641.87,823.24,2517.34,690.63,1350.88,541.2,790.44,1646.15,650.94,1309.3,896.23,1109.72,1456.13,1790.95,474.58,748.14,1215.33
WBGene00015048,faah-2,0,0,0,17.9,26.21,17.53,0,0,11.17,0,0,3.38,0,0,44.43,0,124.61,0,29.68,0,57.65,0,0,0,0,11.51
WBGene00017431,F13H6.3,0,0,0,14.18,0,0,0,0,14.75,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004486,rps-17,361.86,554.98,839.31,498.19,566.19,793.64,737.58,583.78,523.79,214.2,460.19,1441.18,726.96,480.58,1010.63,483.74,1165.77,1354.27,500.67,931.53,700.8,641.86,368.37,0,1027.8,492.79
WBGene00004427,rpl-15,1277.11,1290.44,2441.96,1223.41,1754.52,2620.32,1232.29,1606.93,2010.38,541.17,1215.21,3520.45,1300.3,3311.43,2322.26,1876.72,3483.37,1409.8,2315.51,2906.08,1649.77,2469.47,3142.08,1933.57,2674.5,1312.44
WBGene00004487,rps-18,442.93,878.4,1256.65,479.76,693.3,929.06,537.11,539.98,949.23,468.75,546.95,2173.05,552.77,357.67,442.4,940.84,1205.36,704.76,915.35,1104.39,1222.62,742.92,972.23,1081.95,868.99,875.68
WBGene00020082,gcp-2.1,5.55,0,0,0,0,1.67,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,33.19,27.43,0,0,0
WBGene00001604,gln-3,40.51,0,89.8,60.04,0,5.17,0,0,6.19,0,0,0,0,426.42,46.1,86.63,0,0,63.8,0,0,0,0,0,0,0
WBGene00010965,ctc-2,3693.76,3445.31,3983.71,3389.66,3812.96,2692.4,4130.74,4684.24,2766.73,2793.13,2695.39,4482.07,4460.39,3213.45,2309.53,2611.18,3149.23,3183.21,3031.83,3211.45,2458.82,3096.89,1661.63,2977.74,2445.95,3528.59
WBGene00007514,catp-8,260.81,356.91,212.7,134.57,94.12,108.27,292.76,21.95,316.21,171.25,199.13,206.94,176.69,0,202.62,29.88,242.07,0,267.76,55,188.55,233.01,0,289.86,42.39,267.13
WBGene00018984,F56F10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000114,alh-8,27.62,0,40.56,31.8,53.17,71.87,58.99,0,80.28,7.72,0,41.37,39.77,73.15,0,89.03,83.86,0,0,35.95,92.7,114.85,0,0,94.95,92.95
WBGene00003776,nmy-1,768.74,311.64,522.76,360.25,303.24,140.53,38.27,251.02,317.31,46.28,786.31,189.37,476.29,164.81,0,183.93,406.54,43.83,195.03,16.27,82.56,1165.04,26.31,0,372.45,232.56
WBGene00001476,fmo-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006699,uba-1,176.62,229.14,214.79,335.67,274.33,162.91,84.32,482.94,171.75,197.97,217.85,255.13,147.9,430.46,75.03,48.56,122.95,192.4,616.2,32.16,244.84,406.91,726.19,0,125.04,99.21
WBGene00004475,rps-6,915.42,681.47,1136.7,756.66,1074.1,1097.36,576.01,1218,762.92,726.31,603.25,1926.83,734.88,574.67,1136.43,375.49,1560.82,701.12,1748.3,808.08,1008.85,1223.99,1502.15,222.22,647.44,1091.06
WBGene00010811,hmit-1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18,0,0,0,0
